artist,song
Los Rieleros Del Norte,El Columpio
Los Rieleros Del Norte,He Perdido
Los Rieleros Del Norte,Una Aventura
Los Rieleros Del Norte,Ayer La Vi Por La Calle
Los Rieleros Del Norte,El Invencible
Los Rieleros Del Norte,Aventura Pasada
Los Tigres Del Norte,Palabras De Mi Madre
Los Tigres Del Norte,Las Pobres Rosas
Los Tigres Del Norte,El Timido
Los Tigres Del Norte,Cuando Gime La Raza
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Como Un Cobarde
Los Tigres Del Norte,Plaza Garibaldi
Los Tigres Del Norte,Ha Muerto Un Vaquero
Los Tigres Del Norte,Tu Recuerdo
Los Relampagos Del Norte,Alma Rendida
Los Relampagos Del Norte,Vida Truncada
Los Relampagos Del Norte,Que Tal Si Te Compro
Los Relampagos Del Norte,Vuelve Gaviota
Los Relampagos Del Norte,Ausencia
Los Relampagos Del Norte,Vengo A Llevarte
Arnulfo Jr. Rey Y As,El Último Detalle
Arnulfo Jr. Rey Y As,Déjame Entrar En Tu Vida
Arnulfo Jr. Rey Y As,Si Te Vas
Los Tucanes De Tijuana,Hotel Corazón
Los Tigres Del Norte,Contrabando y Robo
Los Tigres Del Norte,La Muerte del Soplon
Los Tigres Del Norte,Contrabando y Traición
Los Tigres Del Norte,El Hijo de Camelia
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Camisa Mojada
Los Tigres Del Norte,Juan Guerrero
Los Tigres Del Norte,Margarita La De Tijuana
Los Tigres Del Norte,El Gringo Y El Mexicano
Los Tigres Del Norte,La Tumba de Mi Madre
Intenso,Inolvidable
Intenso,Tormento De Amor
Intenso,Como Un Ladron
Intenso,Esta Pena
Los Tucanes De Tijuana,Amor platonico 
Los Tigres Del Norte,Brisas De Abril
Los Tigres Del Norte,Mentira
Los Tigres Del Norte,Por Que Me Quite Del Vicio
Los Tigres Del Norte,Alla Nos Juntamos
Los Tigres Del Norte,El Cantante
Los Tigres Del Norte,Te Tengo Que Perder
Los Tigres Del Norte,Que Te Hizo Olvidarme
Los Tigres Del Norte,Rock del Corazón
Los Tigres Del Norte,El Amor es Ciego
Los Tigres Del Norte,La Creación
Los Tigres Del Norte,Bonita y Mala
Los Tigres Del Norte,Por Lo Menos Hoy
Los Tigres Del Norte,Cumbia de Amor
Los Tigres Del Norte,Cuba
Los Tigres Del Norte,Ave de Paso
Los Tigres Del Norte,Decepción
Los Relampagos Del Norte,Anhelo
Los Tigres Del Norte,La Mesera
Los Reyes Del Camino,Larga Distancia
Los Reyes Del Camino,Despacito Y Bonito
Conjunto Primavera,Mi Mayor Fracaso
Conjunto Primavera,Hoy En Tu Dia
Conjunto Primavera,Yo No Se Que Voy Hacer
Conjunto Primavera,Sin Conocerte
Conjunto Primavera,Las Noches Las Hago Dias
Conjunto Primavera,Mirame De Frente
Los Tigres Del Norte,La Yaquecita
Los Tigres Del Norte,Un Regalo Nomas
Los Tigres Del Norte,Mi Primer Amor
Los Tigres Del Norte,Como De Que No
Los Tigres Del Norte,Ya Encontraron A Camelia
Los Tigres Del Norte,La Tumba De Mi Madre
Los Tigres Del Norte,Tu Castigo
Los Tigres Del Norte,En Tu Boda
Los Relampagos Del Norte,Con Mi Llanto
Los Relampagos Del Norte,Capullito de Rosa
Los Relampagos Del Norte,Que Bonita Chaparrita
Carlos Y Jose,Estrellita Del Norte Al Oriente
Carlos Y Jose,La Carta Que Te Mandé
Carlos Y Jose,La Cosecha
Carlos Y Jose,Cuéntame Tus Penas
Carlos Y Jose,Otilio Betancurt
Los Tigres Del Norte,Que Bonito Es Tu Nombre Maria
Los Tigres Del Norte,El Huacal
Los Tigres Del Norte,La Tinajita
Los Tigres Del Norte,El Chicano
Los Tigres Del Norte,La Parra
Los Tigres Del Norte,La Rascadera
Los Tigres Del Norte,Enamorate De Mi
Los Tigres Del Norte,La Mesera
Los Tigres Del Norte,La Puerta Abierta
Los Tigres Del Norte,Entre El Amor Y Yo
Los Tigres Del Norte,No Me Quedaré
Los Tigres Del Norte,Perdonen Mi Canto
Los Tigres Del Norte,El Último Atardecer
Los Tigres Del Norte,Si No Me Falla El Corazón
Los Tigres Del Norte,Te Malpasan De Amor
Los Tigres Del Norte,Sabás López
Pesado,Amor Imposible
Pesado,Necesito De Ti
Pesado,Tus Mentiras
Pesado,Amor Incondicional
Pesado,Duele
Pesado,Quién
Los Huracanes Del Norte,Lamberto Quintero
Los Huracanes Del Norte,Carga Ladeada
Los Huracanes Del Norte,El Criminal
Los Huracanes Del Norte,El Corrido De Juan Martha
Los Huracanes Del Norte,El Arbol De La Horca
Los Huracanes Del Norte,Laurita Garza
Los Huracanes Del Norte,Clave 7
Los Huracanes Del Norte,La Fiera
Los Huracanes Del Norte,El Corrido De Los Perez
Los Huracanes Del Norte,El Motor 460
Los Huracanes Del Norte,El Chipilon
Los Huracanes Del Norte,Los Titeres
Los Huracanes Del Norte,El Amo
Los Huracanes Del Norte,La Sota Colorada
Los Huracanes Del Norte,Oro Verde
Los Huracanes Del Norte,M.P. 5-K
Los Huracanes Del Norte,El Aguinaldo
Grupo Exterminador,El Burro
Chalino Sánchez,Baraja De Oro
Chalino Sánchez,Coquio Castro
Chalino Sánchez,Rigo Campos
Chalino Sánchez,Ignacio Parra
Chalino Sánchez,Por Una Rencilla Vieja
Chalino Sánchez,El Crimen De Culiacan
Chalino Sánchez,El Pitallon
Chalino Sánchez,El Guilo Rivera
Chalino Sánchez,El Corrido Del Quitillo
Chalino Sánchez,Juan Ayon
Chalino Sánchez,Aurelio Sanchez
Chalino Sánchez,Juventino Quintero
Chalino Sánchez,"Adios, Hermanos Quintero"
Cardenales De Nuevo Leon,La Baraja
Cardenales De Nuevo Leon,La Del Sombrero
Cardenales De Nuevo Leon,Espejo De Cantina
Cardenales De Nuevo Leon,Por Tanto Que Sufri
Cardenales De Nuevo Leon,Pero Tu Recuerdo No
Los Tucanes De Tijuana,El Catador
Los Tucanes De Tijuana,El Efectivo
Los Tucanes De Tijuana,El Heredero
Los Tucanes De Tijuana,El Jefazo
Los Tucanes De Tijuana,El Paro
Los Tucanes De Tijuana,El Pariente
Los Tucanes De Tijuana,Los Juniors
Los Tucanes De Tijuana,Los Marinos
Tiranos Del Norte,Quisiera Amarte Menos
Tiranos Del Norte,Mil Noches
Tiranos Del Norte,Extravío
Los Tigres Del Norte,La Ranita
Ramon Ayala Y Sus Bravos Del Norte,Amor De Juventud
Ramon Ayala Y Sus Bravos Del Norte,Solo Una Patada
Ramon Ayala Y Sus Bravos Del Norte,Tu
Ramon Ayala Y Sus Bravos Del Norte,Casas De Madera
Ramon Ayala Y Sus Bravos Del Norte,Bendita Pobreza
Ramon Ayala Y Sus Bravos Del Norte,Ya Volví Paloma
Ramon Ayala Y Sus Bravos Del Norte,Mandame A La Tumba
Ramon Ayala Y Sus Bravos Del Norte,Besando Borrachos
Ramon Ayala Y Sus Bravos Del Norte,Amor Sin Medida
Ramon Ayala Y Sus Bravos Del Norte,No Cabe Duda
Los Tigres Del Norte,Morenita De Ojos Negros
Los Tigres Del Norte,La Apasionada
Los Tigres Del Norte,Con Razón Y Sin Razón
Los Tigres Del Norte,Cruz De Palo
Los Tigres Del Norte,La Yuca
Los Tigres Del Norte,Cuando Se Tienen Ganas
Los Tigres Del Norte,Por Las Parrandas
Los Tigres Del Norte,Las Dos Apuestas
Los Tigres Del Norte,El Gringo Y El Mexicano
Los Super Seven,Piensa En Mí
El Poder Del Norte,De Que Sirvio
El Poder Del Norte,Prometi Olvidarte
El Poder Del Norte,Pobre Diablo
El Poder Del Norte,Oye Como Late Mi Corazon
El Poder Del Norte,No Quiero Lastima
El Poder Del Norte,Me Estoy Volviendo Loco
Los Huracanes Del Norte,El Dormilón
Los Huracanes Del Norte,La Nota Roja
Los Huracanes Del Norte,El Prieto Y El Sonorense
Ramón Ayala y sus Bravos Del Norte,Casas De Madera
Ramón Ayala y sus Bravos Del Norte,Tu
Ramón Ayala y sus Bravos Del Norte,Bendita Pobreza
Ramón Ayala y sus Bravos Del Norte,Amor De Juventud
Ramón Ayala y sus Bravos Del Norte,Pordiosero De Amor
Ramón Ayala y sus Bravos Del Norte,Mandame A La Tumba
Ramón Ayala y sus Bravos Del Norte,Besando Borrachos
Ramón Ayala y sus Bravos Del Norte,Amor Sin Medida
Ramón Ayala y sus Bravos Del Norte,No Cabe Duda
Los Traileros Del Norte,Mi Fiel Amigo
Los Tigres Del Norte,En La Misma Cantina
Los Tigres Del Norte,Indiferencia
Los Tigres Del Norte,La Mancha Del Pobre
Los Tigres Del Norte,Bohemio De Aficion
Los Tigres Del Norte,Creiste
Los Tigres Del Norte,Balbinita
Los Tigres Del Norte,No Se Nos Ve
Los Tigres Del Norte,Romance Oculto
Grupo Exterminador,El Perro Negro
Grupo Exterminador,El Jefe de la Mafia
Grupo Exterminador,Sangre de Valiente
Grupo Exterminador,El Baje
Grupo Exterminador,El Burro
Grupo Límite,Me Duele Tanto
Los Invasores De Nuevo Leon,El Aguila Real
Los Invasores De Nuevo Leon,Fui Judicial Federal
Los Invasores De Nuevo Leon,Los Super Capos
Los Invasores De Nuevo Leon,El Aguaje
El General,Te Ves Buena (Live Version)
Juan Cirerol,La Chola
Juan Cirerol,La Banqueta
Juan Cirerol,Hace Mucho Calor
Juan Cirerol,Yo Por Eso Me Retracto
Los Cuates De Sinaloa,Del Cielo Cayó una Rosa
Los Cuates De Sinaloa,Me Haces Falta
Los Cuates De Sinaloa,Linda Güerita
Los Cuates De Sinaloa,El Chango Descalabrado
Los Cuates De Sinaloa,El Tercer Jalón
Los Cuates De Sinaloa,Harto
Los Cuates De Sinaloa, El Corrido de el Compa Deme
Larry Hernández,El Papo
Larry Hernández,Mal Encachado y Buchon
Larry Hernández,El 6
Larry Hernández,El Taliban
Los Alegres De Terán,Prisionero De Tus Brazos
Los Alegres De Terán,Tu Nuevo Cariñito
La Arrolladora Banda El Limón De Rene Camacho,Carita De Perdon
La Arrolladora Banda El Limón De Rene Camacho,Colgada A Mi Cuello
La Arrolladora Banda El Limón De Rene Camacho,Ya Es Muy Tarde
La Arrolladora Banda El Limón De Rene Camacho,El Arbol De La Horca
La Arrolladora Banda El Limón De Rene Camacho,Mi Error
La Arrolladora Banda El Limón De Rene Camacho,Mañana En Tu Olvido
La Arrolladora Banda El Limón De Rene Camacho,Tu Risa
La Arrolladora Banda El Limón De Rene Camacho,Te Estaré Esperando
La Arrolladora Banda El Limón De Rene Camacho,Como Pez En El Agua
La Arrolladora Banda El Limón De Rene Camacho,La Balanza
La Arrolladora Banda El Limón De Rene Camacho,Como Perro Atropellado
La Arrolladora Banda El Limón De Rene Camacho,Intro / El Sinaloense
La Arrolladora Banda El Limón De Rene Camacho,En Los Puritos Huesos
La Arrolladora Banda El Limón De Rene Camacho,Si Tu Amor No Vuelve
La Arrolladora Banda El Limón De Rene Camacho,La Suata
La Arrolladora Banda El Limón De Rene Camacho,El Rengo
La Arrolladora Banda El Limón De Rene Camacho,Entrégame Tu Amor
La Arrolladora Banda El Limón De Rene Camacho,Huele A Peligro
La Arrolladora Banda El Limón De Rene Camacho,Cheque En Blanco
La Arrolladora Banda El Limón De Rene Camacho,La Escencia de Tu Vida
Hermanos Záizar,El Capiro
Hermanos Záizar,El Pescado Nadador
Hermanos Záizar,Cruz De Olvido
Hermanos Záizar,Cielo Rojo
Hermanos Záizar,Los Barandales Del Puente
Hermanos Záizar,El Lechero
Hermanos Záizar,Te Traigo En Mi Cartera
Hermanos Záizar,Caricia Y Herida
Hermanos Záizar,Qué Padre Es La Vida
La Arrolladora Banda El Limón De Rene Camacho,Ya Es Muy Tarde
La Arrolladora Banda El Limón De Rene Camacho,Carita De Perdon
La Arrolladora Banda El Limón De Rene Camacho,La Calabaza
La Arrolladora Banda El Limón De Rene Camacho,Colgada A Mi Cuello
La Arrolladora Banda El Limón De Rene Camacho,Mañana En Tu Olvido
La Arrolladora Banda El Limón De Rene Camacho,Mi Error
La Arrolladora Banda El Limón De Rene Camacho,El Arbol De La Horca
La Arrolladora Banda El Limón De Rene Camacho,Te Estare Esperando
La Arrolladora Banda El Limón De Rene Camacho,Tu Risa
La Arrolladora Banda El Limón De Rene Camacho,La Balanza
La Arrolladora Banda El Limón De Rene Camacho,Si Yo Te Contara
La Arrolladora Banda El Limón De Rene Camacho,Como Perro Atropellado
Alicia Villarreal,Soy Lo Peor
Alicia Villarreal,Caso Perdido
Alicia Villarreal,Anoche
Alicia Villarreal,Cartas Marcadas
Alicia Villarreal,Si Crees Que Pienso
Alicia Villarreal,Todo Se Puede
Alicia Villarreal,Verdad Que Duele
Alicia Villarreal,Cuando Nadie Te Quiera
Sergio Vega,Andamos Borrachos Todos
Sergio Vega,El Santo De La Palma
Sergio Vega,La Captura
Sergio Vega,Dos Botellas De Mezcal
Sergio Vega,El Jefe De Las Plazas
Sergio Vega,El Melate
Sergio Vega,La Pasadita
Sergio Vega,La Piedra
Sergio Vega,Micha Por Adela
Sergio Vega,Me Gusta Tener De A Dos
Sergio Vega,Que Se Mueran Los Feos
Cardenales De Nuevo Leon,No Te Extraño
Cardenales De Nuevo Leon,Flores De Olvido
Cardenales De Nuevo Leon,Eres Mi Amor
Cardenales De Nuevo Leon,A Tu Salud
Cardenales De Nuevo Leon,Se Renta
Cardenales De Nuevo Leon,"Te Vas, Te Vas"
Cardenales De Nuevo Leon,Con Mis Propias Manos
Cardenales De Nuevo Leon,Con Cartitas
Pablo Montero,"Me Llega, Me Llega"
Pablo Montero,Mi Piquito De Oro
Pablo Montero,Amor En Sombras
Pablo Montero,El Mil Amores
Pablo Montero,Tragos Amargos
Solido,Dulce Niña
Solido,Deberia
Solido,Cuando Vuelvas
Solido,Llegaste Tu
Solido,Soy Libre
Solido,Volvere Por Ti
Solido,La Miedosa
La Firma,Un Amor Como El Nuestro
La Firma,Nadie
La Firma,Regresa Cuando Quieras
La Firma,Pa Que Veas Cuanto Te Amo
La Firma,Es Mejor Asi
La Firma,No Se Que Haria
La Firma,Regresare
La Firma,Mala Vida
La Firma,Sufre Como Yo
Los Cadetes De Linares,"Hierba, Polvo Y Plomo"
Los Cadetes De Linares,Polvo Maldito
Los Cadetes De Linares,Pistoleros Famosos
Los Cadetes De Linares,No Hay Novedad
Los Cadetes De Linares,"Necio, Necio Moriré"
Los Cadetes De Linares,Isabelita
Los Cadetes De Linares,Mas Enamorado
Pesado,Ingrato Amor
Pesado,Tragos Amargos
Pesado,Abrazado De Un Poste
Pesado,Prenda Querida
Pesado,Te Creí Decente
Pesado,Pero Cómo Voy a Odiarte
Pesado,Mi Casa Nueva
Pesado,Mi Cómplice
Pesado,Prenda Querida
Pesado,Te Vas Ángel Mío
Pesado,Pero Cómo Voy A Odiarte
Pesado,Mi Casa Nueva
Los Tigres Del Norte,Sala De Espera
Los Tigres Del Norte,Los Aguaceros De Mayo
Los Tigres Del Norte,Minita De Oro
Los Tigres Del Norte,Mi Negocio Está Seguro
Los Tigres Del Norte,El Diputado
vagón chicano,Carro Negro
Cardenales De Nuevo Leon,Flores De Olvido
Cardenales De Nuevo Leon,A Tu Salud
Cardenales De Nuevo Leon,Eres Mi Amor
Cardenales De Nuevo Leon,"Te Vas, Te Vas"
Cardenales De Nuevo Leon,Se Renta
Cardenales De Nuevo Leon,Con Mis Propias Manos
Cardenales De Nuevo Leon,Con Cartitas
Cardenales De Nuevo Leon,Y Que Más Da
Cardenales De Nuevo Leon,Siempre Te Amaré
Cardenales De Nuevo Leon,Esa Chica Baila
Cardenales De Nuevo Leon,Mi Amante
Cardenales De Nuevo Leon,Con Dinero Puedes
Cardenales De Nuevo Leon,Ingrato Amor
Cardenales De Nuevo Leon,Enseñate A Perder
Cardenales De Nuevo Leon,No Te Extraño
Cardenales De Nuevo Leon,Por Las Damas
Joan Sebastian,manantial de llanto
Los Tigres Del Norte,La Dieta
Los Tigres Del Norte,La Creacion
Los Tigres Del Norte,Rosita De Olivo
Los Tigres Del Norte,Mi Buena Suerte
Grupo Exterminador,Las Panteras
Grupo Exterminador,El Perro Negro
Grupo Exterminador,El Diablo De Sinaloa
Los Tigres Del Norte,El Zorro De Ojinaga
Los Tigres Del Norte,La Paloma
Los Tigres Del Norte,El Gringo Y El Mexicano
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,El Tahúr
Los Tigres Del Norte,El Hijo De Tijuana
Los Tigres Del Norte,El Tamal
Los Tigres Del Norte,El Avión de La Muerte
Los Tigres Del Norte,Los Tres De Zacatecas
Los Tigres Del Norte,La Resortera
Los Tigres Del Norte,También Las Mujeres Pueden
El Coyote Y Su Banda Tierra Santa,La Chancla
El Coyote Y Su Banda Tierra Santa,Mi Casa Nueva
El Coyote Y Su Banda Tierra Santa,Al Natural
El Coyote Y Su Banda Tierra Santa,Me Voy A Ir
El Coyote Y Su Banda Tierra Santa,Ruegos De Una Madre
El Coyote Y Su Banda Tierra Santa,Con Cariñitos
Los Tigres Del Norte,Los Hijos De Hernandez
Los Tigres Del Norte,Orgullo Maldito
Los Tigres Del Norte,La Mesera
Los Tigres Del Norte,Acuarela Potosina
Los Tigres Del Norte,La Jaula De Oro
Los Tigres Del Norte,El Bilingue
Los Tigres Del Norte,Eloísa Me Lo Hizo
Los Tigres Del Norte,Bohemio De Aficion
Los Tigres Del Norte,America
Los Tigres Del Norte,Los Hijos De Hernandez
Los Tigres Del Norte,Orgullo Maldito
Los Tigres Del Norte,Acuarela Potosina
Los Tigres Del Norte,Eloísa Me Lo Hizo
Los Tigres Del Norte,Bohemio De Aficion
Los Tigres Del Norte,Amigos Y Mujeres
Los Tigres Del Norte,Ramiro Sierra
Los Tigres Del Norte,El Zorro De Ojinaga
Los Tigres Del Norte,El Gato Felix
Los Tigres Del Norte,La Mafia Muere
Los Tigres Del Norte,Al Filo Del Reloj
Los Tigres Del Norte,El Espinazo Del Diablo
Sparx,El De Los Ojos Negros
Sparx,Hijo Desobediente
Sparx,San Juan Del Rio
Los Tigres Del Norte,Ramiro Sierra
Los Tigres Del Norte,El Zorro De Ojinaga
Los Tigres Del Norte,Los Tres Gallos
Los Tigres Del Norte,R. Uno
Los Tigres Del Norte,El Corrido
Los Tigres Del Norte,El Gato Felix
Los Tigres Del Norte,El Espinazo Del Diablo
Los Tigres Del Norte,La Mafia Muere
Los Tigres Del Norte,Al Filo Del Reloj
Los Tigres Del Norte,Valentin Felix
Antonio Aguilar,Juan Charrasqueado
Antonio Aguilar,El Perro Negro
Antonio Aguilar,Rosita Alvirez
Antonio Aguilar,Corrido De Lucio Vazquez -Los Pavo Reales-
Antonio Aguilar,El Caballo Bayo
Antonio Aguilar,El Patas Blancas
Antonio Aguilar,El Cantador
Antonio Aguilar,Caballo Prieto Azabache
Antonio Aguilar,El Siete Leguas
Antonio Aguilar,El Moro De Cumpas
Antonio Aguilar,El Califa
Antonio Aguilar,El Caballo Blanco
Antonio Aguilar,El Grano De Oro
Antonio Aguilar,Caballo Alazan Lucero
Antonio Aguilar,Benjamin Argumedo
Antonio Aguilar,Justicia A Villa
Antonio Aguilar,Fusilamiento Del General Felipe Angeles
Antonio Aguilar,La Toma De Zacatecas
Antonio Aguilar,Corrido De Durango
Antonio Aguilar,El Mayor De Los Dorados
Antonio Aguilar,La Tumba Abandonada
Los Tigres Del Norte,Contrabando Y Traición
Los Tigres Del Norte,La Muerte Del Soplon
Los Tigres Del Norte,El Hijo De Camelia
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Los Tres Amigos (30 Segundos Para Morir)
Los Tigres Del Norte,Juan Guerrero
Los Tigres Del Norte,Margarita La De Tijuana
Los Tigres Del Norte,El Gringo Y El Mexicano
Los Tigres Del Norte,La Tumba De MI Madre
Los Tigres Del Norte,Por Debajo Del Agua
Los Tigres Del Norte,Carne Quemada
Los Tigres Del Norte,Mis Dos Patrias
Los Tigres Del Norte,El Mojado Acaudalado
Los Tigres Del Norte,Ni Aqui Ni Alla
Los Tigres Del Norte,El Tarasco
Los Tigres Del Norte,La Paloma
Los Tigres Del Norte,Lo Que Sembre Alla En La Sierra
Los Tigres Del Norte,Jesus Amado
Los Tigres Del Norte,Las Novias Del Traficante
Los Tigres Del Norte,El Planto
Los Tigres Del Norte,El Mojado Acaudalado (Acustico)
Antonio Aguilar,Calientito Y En Su Cama
Antonio Aguilar,Lamento De Un Bracero
Antonio Aguilar,Tres Dias
Antonio Aguilar,Una Carta Y Un Clavel
Antonio Aguilar,Ingrata Palomita
Antonio Aguilar,No Me Desprecies -Por Un Error-
Antonio Aguilar,La Que Sea
Antonio Aguilar,Bala Perdida
Antonio Aguilar,El Ultimo Trago
Antonio Aguilar,La Divina Garza
Antonio Aguilar,El Tren Sin Pasajeros
Antonio Aguilar,La Ingrata Rosita
Antonio Aguilar,"Llorar, Llorar"
Antonio Aguilar,Cien Corazones
Antonio Aguilar,Mil Cantinas
Antonio Aguilar,Recuerdas Morena
Antonio Aguilar,La Joven De Ojos Negros
Antonio Aguilar,Palomita Voladora
Antonio Aguilar,Margarita
Grupo Marrano,El Ansioso
Grupo Marrano,Por Tus Pujidos Nos Pescaron
Grupo Marrano,La Tragedia Del Traveste
Grupo Marrano,Penetreitor
Grupo Marrano,Atrapado Entre Tus Tetas
Grupo Marrano,El Cara De Verga
Grupo Marrano,Cachondo Y Cochino
Los Tigres Del Norte,Cielo Gris
Los Tigres Del Norte,El Hijo Menor
Los Tigres Del Norte,Perdoname
Los Tigres Del Norte,Bajo El Cielo De Morelia
Los Tigres Del Norte,Los Amigos
Los Tigres Del Norte,La Moneda
Los Tigres Del Norte,Me Gusta Lo Bueno
Los Tigres Del Norte,Gallo De Pelea
Los Tigres Del Norte,Caja De Muerto
Los Tigres Del Norte,El Timido
Los Tigres Del Norte,Las Pobres Rosas
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Como Un Cobarde
Los Tigres Del Norte,Palabras De Mi Madre
Los Tigres Del Norte,Tu Requerdo
Los Tigres Del Norte,Ha Muerto Un Vaquero
Los Tigres Del Norte,Las Pobres Rosas
Los Tigres Del Norte,Caja De Muerto
Los Tigres Del Norte,El Timido
Los Tigres Del Norte,Gallo De Pelea
Los Tigres Del Norte,Cuando Gime La Raza
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Como Un Cobarde
Los Tigres Del Norte,Palabras De Mi Madre
Los Tigres Del Norte,Tu Requerdo
Los Tigres Del Norte,Ha Muerto Un Vaquero
Los Tigres Del Norte,Mi Primer Amor
Los Tigres Del Norte,La Yaquecita
Los Tigres Del Norte,La Tumba De Mi Madre
Los Tigres Del Norte,Ya Encontraron A Camelia
Los Tigres Del Norte,Tu Castigo
Los Ciclones Del Arroyo,Palabras Hermosas
Los Tucanes De Tijuana,De México Soy
Los Tucanes De Tijuana,Triste Recuerdo
Los Tucanes De Tijuana,Cruz De Madera
Los Tucanes De Tijuana,Que Bonita Es La Parranda
Los Tucanes De Tijuana,En Una Cajita De Oro
Los Tucanes De Tijuana,Vengo A Ver Unos Ojos
Los Tucanes De Tijuana,Serás Para Mí
Los Tucanes De Tijuana,Te Quiero Mucho
Los Tucanes De Tijuana,Alegre Y Mujeriego
Los Tucanes De Tijuana,Soy Parrandero
Los Tucanes De Tijuana,El Bravero
Los Tucanes De Tijuana,Clave Privada
Los Tucanes De Tijuana,El Centenario
Los Tucanes De Tijuana,El Día De San Juan
Los Tucanes De Tijuana,Catarino Y Los Rurales
Los Tucanes De Tijuana,Soy De Durango
Los Tucanes De Tijuana,Sócias De La Mafia
Los Tucanes De Tijuana,El Narco
Los Tucanes De Tijuana,El Hijo De Lamberto Quintero
Los Tucanes De Tijuana,El Tigre De Tijuana
Los Tucanes De Tijuana,No He De Sufrir
Los Tucanes De Tijuana,Suerte Marcada
Pancho Barraza,Adios Mi Vida
Pancho Barraza,Musica Romantica
Pancho Barraza,Mi Enemigo El Amor
Pancho Barraza,Mi Amor Y MI Agonia
Pancho Barraza,Pero La Recuerdo
Pancho Barraza,Al Final De Tu Camino
Marco Antonio Solís,Con La Vida Comprada
Marco Antonio Solís,Mas Que Tu Amigo
Los Tigres Del Norte,Ya Encontraro A Camelia
Los Tigres Del Norte,Contrabando y Robo
Los Tigres Del Norte,La Muerte del Soplon
Los Tigres Del Norte,Contrabando y Traición
Los Tigres Del Norte,El Hijo de Camelia
Los Tigres Del Norte,Camisa Mojada
Los Tigres Del Norte,Margarita La De Tijuana
Los Tigres Del Norte,Juan Guerrero
Los Tigres Del Norte,La Tumba de Mi Madre
Conjunto Primavera,Me Nortié (En Vivo)
Conjunto Primavera,Te Quiero Con La Vida
Conjunto Primavera,Anónimo (En Vivo)
Conjunto Primavera,La Celda 27 (En Vivo)
Conjunto Primavera,Hoy En Tu Día (En Vivo)
Conjunto Primavera,Por Las Calles De Chihuahua (En Vivo)
Conjunto Primavera,Y Que Me Importa (En Vivo)
Conjunto Primavera,Necesito Decirte (En Vivo)
Los Cadetes De Linares,No Hay Novedad
Los Cadetes De Linares,Con Que Me Pagas
Los Cadetes De Linares,Pistoleros Famosos
Los Cadetes De Linares,El Rancherito
Los Cadetes De Linares,Duda
Los Cadetes De Linares,Polvo Maldito
Los Tigres Del Norte,Que Bonito Es Tu Nombre Maria
Los Tigres Del Norte,La Tinajita
Los Tigres Del Norte,El Huacal
Los Tigres Del Norte,A Quien No Le Gusta Eso
Los Tigres Del Norte,La Parra
Los Tigres Del Norte,El Chicano
Los Tigres Del Norte,La Rascadera
Los Tigres Del Norte,Enamorate De Mi
Los Tigres Del Norte,El Porro
Los Tigres Del Norte,La Puerta Abierta
Polo Urias Y Su Maquina Norteña,Para Qué Quieres Que Vuelva
Polo Urias Y Su Maquina Norteña,Aquel Amor
Pesado,Como Le Hago
Pesado,No Valgo Nada
Pesado,Mitad y Mitad
Pesado,Loco
Pesado,Dices Ya No
Pesado,Y...
Pesado,Lagrimas Amargas
Pesado,Pideme
Pesado,Pequeño Amor
Pesado,Lastima Me Das
Los Tigres Del Norte,La Jaula de Oro
Los Tigres Del Norte,Brisas De Abril 
Los Tigres Del Norte,El Agente Del Amor
Los Tigres Del Norte,Mentira
Los Tigres Del Norte,Allá Nos Juntamos
Los Tigres Del Norte,El Gallo De San Juan
Los Tigres Del Norte,El Cantante
Los Tigres Del Norte,Te Tengo Que Perder
Los Tigres Del Norte,Que Te Hizo Olvidarme
Los Tigres Del Norte,El Tamal
Los Tigres Del Norte,Devuélveme
Los Tigres Del Norte,Golpes En El Corazón
Los Tigres Del Norte,Morir Matando
Los Tigres Del Norte,Como Aceite Y Como El Agua
Los Tigres Del Norte,Quién
Los Tigres Del Norte,Te He De Olvidar
Los Tigres Del Norte,Nos Estorbó La Ropa
Los Tigres Del Norte,En Qué Fallé
Los Tigres Del Norte,Y Dices Que Tu Me Amas
Los Tigres Del Norte,Morir Matando
Los Tigres Del Norte,El Zorro De Ojinaga
Los Tigres Del Norte,La Paloma
Los Tigres Del Norte,El Gringo Y El Mexicano
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,El Hijo De Tijuana
Los Tigres Del Norte,El Tahúr
Los Tigres Del Norte,El Tamal
Los Tigres Del Norte,Los Tres De Zacatecas
Los Tigres Del Norte,El Avión De La Muerte
Los Tigres Del Norte,El Nombre De Tu Padre
Los Tigres Del Norte,Pacas De A Kilo
Los Tigres Del Norte,El Tarasco
Los Tigres Del Norte,También Las Mujeres Pueden
Los Tigres Del Norte,La Resortera
Los Tigres Del Norte,Gabino Barrera
Los Tigres Del Norte,De Rama En Rama
Los Tigres Del Norte,El Triunfo
Los Tigres Del Norte,Con Que Derecho
Los Tigres Del Norte,Mi Sangre Prisionera
Conjunto Primavera,No Sé Vivir Sin Ti 
